,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,area_AC,OBJECTID_2,S_CODE,S_NAME,D_CODE,D_NAME,PS_CODE,PS_NAME,B_CODE,B_NAME,TRU,AC_NAME_2,PC_NAME_2,GP_CODE,GP_NAME,V_CODE,V_NAME,CLASS,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3,MARGWORK_4,MARGWORK_5,MARG_CL_3_,MARG_CL_31,MARG_CL_32,MARG_AL_3_,MARG_AL_31,MARG_AL_32,MARG_HH_3_,MARG_HH_31,MARG_HH_32,MARG_OT_3_,MARG_OT_31,MARG_OT_32,MARGWORK_0,MARGWORK_1,MARGWORK_2,MARG_CL_0_,MARG_CL_01,MARG_CL_02,MARG_AL_0_,MARG_AL_01,MARG_AL_02,MARG_HH_0_,MARG_HH_01,MARG_HH_02,MARG_OT_0_,MARG_OT_01,MARG_OT_02,NON_WORK_P,NON_WORK_M,NON_WORK_F,Shape_Length,Shape_Area_2,PM_Kisan_merged_Shape_Length,PM_Kisan_merged_Shape_Area,PM_Kisan_merged_state_name,PM_Kisan_merged_state_code,PM_Kisan_merged_dist_name,PM_Kisan_merged_dist_code,PM_Kisan_merged_sub_name,PM_Kisan_merged_sub_code,PM_Kisan_merged_vill_name,PM_Kisan_merged_vill_code,PM_Kisan_merged_reg_count,PM_Kisan_merged_full_pay_count,PM_Kisan_merged_part_pay_count,PM_Kisan_merged_no_pay_count,PM_Kisan_merged_extra_pay_count,PM_Kisan_merged_no_install_paid,PM_Kisan_merged_no_install_due,PM_Kisan_merged_amount_paid,PM_Kisan_merged_amount_due,Area_village
50394,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49648.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430697.0,LIMATANG,VILLAGE,39.0,163.0,79.0,84.0,17.0,7.0,10.0,0.0,0.0,0.0,163.0,79.0,84.0,66.0,39.0,27.0,97.0,40.0,57.0,92.0,42.0,50.0,49.0,36.0,13.0,45.0,33.0,12.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,37.0,39.0,6.0,33.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,37.0,39.0,6.0,33.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,37.0,34.0,0.0739207864592726,0.0002232025826987,,,,,,,,,,,,,,,,,,,,2614330.653
50405,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49666.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430511.0,PRASANTAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301609183375455,6.15845045377561e-05,,,,,,,,,,,,,,,,,,,,719800.448
50411,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49675.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430749.0,CHIKIPANESA,VILLAGE,66.0,290.0,141.0,149.0,50.0,28.0,22.0,0.0,0.0,0.0,290.0,141.0,149.0,51.0,30.0,21.0,239.0,111.0,128.0,167.0,78.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,78.0,89.0,167.0,78.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0,19.0,40.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,57.0,70.0,127.0,57.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,63.0,60.0,0.082034942714748,0.0002716951734506,,,,,,,,,,,,,,,,,,,,3183465.176
50426,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49697.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430837.0,SUTUGANDHI,VILLAGE,35.0,137.0,61.0,76.0,36.0,19.0,17.0,0.0,0.0,0.0,137.0,61.0,76.0,12.0,9.0,3.0,125.0,52.0,73.0,81.0,35.0,46.0,36.0,15.0,21.0,36.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,25.0,42.0,18.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,20.0,25.0,42.0,18.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,26.0,30.0,0.0601114240096525,0.0001366684769666,,,,,,,,,,,,,,,,,,,,1600246.491
50428,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49701.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119956.0,MUDULIPODA,430565.0,SURENDRAPUR,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121350711200048,0.0006832403527041,,,,,,,,,,,,,,,,,,,,7987965.842
50433,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49709.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120011.0,CHEDENGA,430429.0,JAMUGUDA,VILLAGE,19.0,86.0,46.0,40.0,16.0,11.0,5.0,0.0,0.0,0.0,86.0,46.0,40.0,23.0,13.0,10.0,63.0,33.0,30.0,43.0,21.0,22.0,10.0,9.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,33.0,12.0,21.0,0.0,0.0,0.0,17.0,6.0,11.0,1.0,1.0,0.0,15.0,5.0,10.0,29.0,11.0,18.0,0.0,0.0,0.0,16.0,6.0,10.0,0.0,0.0,0.0,13.0,5.0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,43.0,25.0,18.0,0.0405678957716253,9.73070970851459e-05,,,,,,,,,,,,,,,,,,,,1136809.971
50443,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49721.0,21.0,ODISHA,399.0,MALKANGIRI,3226.0,ORKEL P.S,3482.0,KORUKONDA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119980.0,TARLAKOTTA,430917.0,JOGIPUT,VILLAGE,14.0,58.0,26.0,32.0,11.0,6.0,5.0,0.0,0.0,0.0,56.0,25.0,31.0,14.0,8.0,6.0,44.0,18.0,26.0,35.0,14.0,21.0,22.0,13.0,9.0,15.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,13.0,1.0,12.0,1.0,1.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,12.0,1.0,1.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,11.0,0.054822663127392,0.0001856901166793,,,,,,,,,,,,,,,,,,,,2173299.362
50448,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49727.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430703.0,CHITANGACHILIK,VILLAGE,26.0,121.0,64.0,57.0,23.0,10.0,13.0,0.0,0.0,0.0,121.0,64.0,57.0,19.0,14.0,5.0,102.0,50.0,52.0,98.0,54.0,44.0,89.0,49.0,40.0,89.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,13.0,0.0356673924826356,7.5613490466682e-05,,,,,,,,,,,,,,,,,,,,885841.138
50451,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49734.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430842.0,DOLIAMBA,VILLAGE,12.0,54.0,24.0,30.0,15.0,7.0,8.0,0.0,0.0,0.0,54.0,24.0,30.0,12.0,8.0,4.0,42.0,16.0,26.0,33.0,15.0,18.0,29.0,12.0,17.0,28.0,12.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,12.0,0.0839640756164691,0.0002874536910722,,,,,,,,,,,,,,,,,,,,3366415.848
50460,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49744.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430696.0,MANDAPALI,VILLAGE,14.0,77.0,43.0,34.0,15.0,8.0,7.0,0.0,0.0,0.0,77.0,43.0,34.0,16.0,12.0,4.0,61.0,31.0,30.0,47.0,30.0,17.0,40.0,24.0,16.0,40.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,17.0,0.0284659777078248,4.16707419692252e-05,,,,,,,,,,,,,,,,,,,,488064.134
50473,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49766.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119953.0,KADAMGUDA,430513.0,DABUGUDA (B),VILLAGE,22.0,84.0,39.0,45.0,17.0,5.0,12.0,0.0,0.0,0.0,79.0,36.0,43.0,18.0,17.0,1.0,66.0,22.0,44.0,57.0,30.0,27.0,23.0,22.0,1.0,21.0,20.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,26.0,2.0,1.0,1.0,32.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,24.0,2.0,1.0,1.0,29.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,18.0,0.101095455343507,0.0004271938023907,,,,,,,,,,,,,,,,,,,,4992605.698
50490,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49792.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119986.0,JODAMBA,430836.0,PANASGANDHI,VILLAGE,15.0,47.0,23.0,24.0,5.0,1.0,4.0,0.0,0.0,0.0,46.0,22.0,24.0,6.0,4.0,2.0,41.0,19.0,22.0,36.0,17.0,19.0,28.0,15.0,13.0,28.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,6.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,5.0,0.224457651379222,0.0005891219020139,,,,,,,,,,,,,,,,,,,,6897432.301
50491,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49794.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430768.0,NANAMANJARI,VILLAGE,36.0,167.0,77.0,90.0,50.0,28.0,22.0,0.0,0.0,0.0,167.0,77.0,90.0,4.0,2.0,2.0,163.0,75.0,88.0,85.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,38.0,47.0,0.0,0.0,0.0,85.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,38.0,47.0,0.0,0.0,0.0,85.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,39.0,43.0,0.067603157621333,0.0002630409962282,,,,,,,,,,,,,,,,,,,,3076963.196
50497,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49803.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),120017.0,KIANGO,430367.0,SINDHIGUDA,VILLAGE,87.0,382.0,189.0,193.0,63.0,32.0,31.0,15.0,7.0,8.0,342.0,171.0,171.0,137.0,80.0,57.0,245.0,109.0,136.0,228.0,110.0,118.0,84.0,81.0,3.0,63.0,62.0,1.0,16.0,14.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,144.0,29.0,115.0,7.0,1.0,6.0,124.0,22.0,102.0,5.0,2.0,3.0,8.0,4.0,4.0,116.0,17.0,99.0,5.0,0.0,5.0,102.0,13.0,89.0,4.0,1.0,3.0,5.0,3.0,2.0,28.0,12.0,16.0,2.0,1.0,1.0,22.0,9.0,13.0,1.0,1.0,0.0,3.0,1.0,2.0,154.0,79.0,75.0,0.076243319866353,0.0002525695381812,,,,,,,,,,,,,,,,,,,,2950033.128
50508,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49817.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430745.0,SURUBANDHA,VILLAGE,13.0,64.0,27.0,37.0,14.0,7.0,7.0,0.0,0.0,0.0,63.0,27.0,36.0,14.0,11.0,3.0,50.0,16.0,34.0,36.0,19.0,17.0,15.0,13.0,2.0,7.0,7.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,15.0,3.0,1.0,2.0,18.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,14.0,3.0,1.0,2.0,17.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,20.0,0.0392662582823794,0.0001054028875032,,,,,,,,,,,,,,,,,,,,1234950.129
50516,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49832.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430767.0,TABER,VILLAGE,55.0,240.0,125.0,115.0,53.0,32.0,21.0,0.0,0.0,0.0,238.0,125.0,113.0,33.0,19.0,14.0,207.0,106.0,101.0,127.0,64.0,63.0,53.0,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,11.0,63.0,74.0,11.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,10.0,61.0,71.0,10.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,61.0,52.0,0.0501020540900596,0.0001426286391287,,,,,,,,,,,,,,,,,,,,1668313.187
50519,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49835.0,21.0,ODISHA,399.0,MALKANGIRI,3224.0,PAPARMETLA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119992.0,RALEGADA,430693.0,CHITANGURU,VILLAGE,23.0,88.0,52.0,36.0,18.0,16.0,2.0,0.0,0.0,0.0,88.0,52.0,36.0,0.0,0.0,0.0,88.0,52.0,36.0,77.0,44.0,33.0,46.0,28.0,18.0,26.0,23.0,3.0,19.0,4.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,16.0,15.0,3.0,1.0,2.0,28.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,15.0,3.0,1.0,2.0,28.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,0.0450633410476899,8.00856771428491e-05,,,,,,,,,,,,,,,,,,,,937960.12
50521,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49837.0,21.0,ODISHA,399.0,MALKANGIRI,3225.0,JODAMBA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119983.0,ANDRAPALLI,430770.0,SANYASIGUDA,VILLAGE,40.0,155.0,73.0,82.0,23.0,9.0,14.0,0.0,0.0,0.0,155.0,73.0,82.0,77.0,40.0,37.0,78.0,33.0,45.0,96.0,47.0,49.0,39.0,37.0,2.0,39.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,47.0,54.0,9.0,45.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,9.0,38.0,44.0,8.0,36.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,26.0,33.0,0.0706750650551869,7.11946271964749e-05,,,,,,,,,,,,,,,,,,,,832807.934
50523,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49839.0,21.0,ODISHA,399.0,MALKANGIRI,3223.0,CHITRAKONDA P.S,3483.0,KUDUMULUGUMMA,RURAL,CHITRAKONDA (ST),NABARANGPUR (ST),119988.0,NAKAMAMUDI,430610.0,RAJABANDHA,VILLAGE,75.0,321.0,158.0,163.0,65.0,29.0,36.0,24.0,16.0,8.0,243.0,120.0,123.0,64.0,37.0,27.0,257.0,121.0,136.0,194.0,98.0,96.0,98.0,97.0,1.0,97.0,97.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,95.0,0.0,0.0,0.0,96.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,95.0,0.0,0.0,0.0,96.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,60.0,67.0,0.0705475821263099,0.0001469334438104,,,,,,,,,,,,,,,,,,,,1720454.305
50537,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49855.0,21.0,ODISHA,399.0,MALKANGIRI,3222.0,MUDULIPADA P.S,3481.0,KHAIRAPUT,UI,CHITRAKONDA (ST),NABARANGPUR (ST),119954.0,KHAIRAPUT,430534.0,DORAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322520870930907,6.86180767484337e-05,,,,,,,,,,,,,,,,,,,,802106.09
50539,,,,,,,-1,0,-1,,,12,21,ORISSA,30,MALKANGIRI  *,147,CHITRAKONDA (ST),12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,2796385521.935,49858.0,21.0,ODISHA,399.0,MALKANGIRI,3221.0,MATHILI P.S,3485.0,MATHILI,UI,CHITRAKONDA (ST),NABARANGPUR (ST),120019.0,MATHILI,430437.0,BANDHAGUDA,VILLAGE (UI),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489900375932947,9.29586947263554e-05,,,,,,,,,,,,,,,,,,,,1086163.626
